BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


7, 1, 32.057384, 5.2895107, -0.99368364, -0.11221719, 2, 72, 66, 56, 6, 67, 2, 73, 47, 65, 3
7, 1, 31.371935, 5.281571, -0.85899734, 0.5119798, 0, 73, 65, 57, 7, 66, 1, 74, 46, 65, 3

7, 1, 30.953518, 6.2702007, -0.25195047, 0.9677401, 4, 73, 63, 59, 9, 66, 1, 74, 47, 17, 3
7, 1, 30.937765, 6.467012, -0.19991788, 0.9798127, 4, 73, 63, 59, 9, 66, 1, 74, 47, 17, 3

7, 1, 30.868736, 6.616429, -0.20879915, 0.97795856, 11, 73, 63, 59, 9, 66, 1, 74, 47, 61, 3
7, 1, 30.848778, 7.0060887, -0.088082165, 0.99611324, 13, 72, 62, 60, 10, 65, 2, 73, 48, 60, 3
7, 1, 30.816341, 7.639346, -0.059750214, 0.99821335, 14, 72, 62, 60, 10, 65, 2, 73, 48, 60, 3
7, 1, 30.79599, 8.036686, -0.053153176, 0.99858636, 16, 71, 61, 61, 11, 64, 3, 72, 48, 59, 3
7, 1, 30.764317, 8.655041, -0.05161857, 0.9986669, 17, 71, 61, 61, 11, 64, 3, 72, 48, 1000000, 3
7, 1, 30.730888, 9.307657, -0.051261656, 0.99868524, 19, 70, 60, 62, 12, 63, 4, 71, 48, 1000000, 3
7, 1, 30.695105, 10.291056, -0.036464125, 0.999335, 21, 69, 59, 63, 13, 62, 5, 70, 47, 1000000, 3
7, 1, 30.672358, 11.291681, -0.025921348, 0.999664, 23, 68, 58, 62, 14, 61, 6, 69, 46, 1000000, 3
7, 1, 30.738346, 12.107631, 0.09422194, 0.9955512, 24, 67, 57, 61, 15, 60, 7, 68, 43, 1000000, 3
7, 1, 30.873857, 12.759829, 0.178203, 0.98399377, 25, 67, 57, 61, 15, 60, 7, 68, 43, 1000000, 3
7, 1, 31.017513, 13.451228, 0.19757468, 0.98028785, 26, 65, 57, 59, 15, 58, 9, 66, 43, 1000000, 3
7, 1, 31.196363, 14.312024, 0.2020692, 0.97937125, 26, 64, 56, 60, 16, 57, 10, 65, 40, 1000000, 3
7, 1, 31.401451, 15.299082, 0.20277403, 0.9792256, 26, 63, 55, 61, 17, 56, 11, 64, 37, 1000000, 3
