BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


5, 1, 35.63123, 4.3915734, -0.997913, -0.06457269, 33, 58, 24, 6, 73, 90, 33, 58, 19, 21, 3
5, 1, 35.44482, 4.379516, -0.9979136, -0.064564705, 33, 58, 24, 6, 73, 90, 33, 58, 19, 37, 3
5, 1, 35.357063, 4.375, -0.99951476, -0.031154752, 33, 58, 24, 6, 73, 90, 33, 58, 19, 22, 3
5, 1, 35.17564, 4.375, -0.9999738, -0.007246971, 32, 58, 24, 6, 73, 90, 33, 58, 19, 22, 3
5, 1, 34.935974, 4.375, -0.9999985, -0.0016853809, 31, 59, 25, 7, 72, 91, 32, 59, 13, 23, 3
5, 1, 34.57362, 4.375, -1.0, -3.9196014E-4, 30, 59, 25, 7, 72, 91, 32, 59, 13, 23, 3
5, 1, 34.10089, 4.3967123, -0.99917555, 0.04059708, 29, 59, 25, 7, 72, 91, 32, 59, 13, 23, 3
5, 1, 33.328182, 4.4440565, -0.9984095, 0.056376696, 27, 60, 26, 8, 71, 92, 31, 60, 15, 22, 3
5, 1, 32.318886, 4.5058966, -0.99819577, 0.060044408, 26, 61, 27, 9, 70, 93, 30, 61, 18, 21, 3
5, 1, 31.342522, 4.490524, -0.99996793, -0.0080189705, 25, 62, 28, 10, 69, 94, 29, 62, 24, 1000000, 3
5, 1, 30.60712, 4.4592614, -0.9994061, -0.03446269, 24, 63, 29, 11, 68, 95, 28, 63, 25, 1000000, 3
5, 1, 29.934277, 4.442006, -0.9996666, -0.025826454, 23, 64, 30, 12, 67, 96, 27, 64, 25, 1000000, 3
5, 1, 29.181385, 4.4267616, -0.99976796, -0.02154243, 22, 64, 30, 12, 67, 96, 27, 64, 25, 1000000, 3
5, 1, 28.255424, 4.408013, -0.9997889, -0.02054596, 20, 65, 31, 13, 66, 97, 26, 65, 23, 1000000, 3
5, 1, 27.052664, 4.3970757, -0.99993104, -0.011756897, 19, 66, 32, 14, 65, 98, 25, 66, 23, 1000000, 3
5, 1, 26.627047, 4.393205, -0.99995285, -0.009712458, 19, 67, 33, 15, 64, 99, 24, 67, 24, 1000000, 3
5, 1, 25.947365, 4.389387, -0.99998164, -0.0060691833, 19, 68, 34, 16, 63, 100, 23, 68, 24, 1000000, 3
5, 1, 25.367014, 4.386874, -0.9999888, -0.0047346354, 20, 68, 34, 16, 63, 100, 23, 68, 24, 1000000, 3
5, 1, 24.440657, 4.3828626, -0.9999903, -0.0044242144, 20, 69, 35, 17, 62, 101, 22, 69, 25, 50, 3
5, 1, 23.433718, 4.380331, -0.99999624, -0.0027344227, 19, 70, 36, 18, 61, 102, 21, 70, 25, 47, 3
5, 1, 22.536655, 4.378628, -0.99999785, -0.002092719, 19, 71, 37, 19, 60, 103, 20, 71, 23, 45, 3
5, 1, 21.86432, 4.3778543, -0.9999992, -0.0012669563, 19, 72, 38, 20, 59, 104, 19, 72, 21, 43, 3
