BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


3, 1, 86, 25, -2.8129663, 61, 57, 83, 1, 55, 63, 61, 61, 20, 56, 1, 3, 30699
3, 1, 86, 25, 2.9771636, 61, 57, 83, 1, 55, 63, 61, 61, 20, 56, 1, 3, 30833
3, 1, 86, 25, 2.862498, 61, 57, 83, 1, 55, 63, 61, 61, 20, 56, 1, 3, 30966
3, 1, 86, 25, 2.8358276, 61, 57, 83, 1, 55, 63, 61, 61, 20, 55, 1, 3, 31099
3, 1, 85, 25, 2.8296244, 60, 56, 82, 0, 54, 62, 60, 60, 20, 55, 1, 3, 31233
3, 1, 84, 25, 2.9927351, 59, 55, 81, 1, 53, 61, 59, 59, 20, 54, 1, 3, 31366
3, 1, 83, 25, 3.0559855, 58, 54, 80, 2, 52, 60, 58, 58, 19, 53, 1, 3, 31499
3, 1, 82, 26, 3.0892289, 58, 54, 80, 4, 50, 58, 58, 58, 19, 52, 1, 3, 31633
3, 1, 82, 26, 3.1058977, 58, 54, 80, 4, 50, 58, 58, 58, 19, 51, 1, 3, 31766
3, 1, 81, 26, 3.1097744, 57, 53, 79, 5, 49, 57, 57, 57, 21, 50, 1, 3, 31899
3, 1, 80, 26, 2.9629893, 56, 52, 78, 6, 48, 56, 56, 56, 22, 49, 1, 3, 32033
3, 1, 79, 26, 2.9288497, 55, 51, 77, 7, 47, 55, 55, 55, 29, 48, 1, 3, 32166
3, 1, 79, 26, 2.9209096, 55, 51, 77, 7, 47, 55, 55, 55, 29, 47, 1, 3, 32299
3, 1, 78, 26, 2.5746763, 54, 50, 76, 8, 46, 54, 54, 54, 36, 74, 1, 3, 32433
3, 1, 78, 27, 2.2545886, 55, 51, 77, 9, 45, 53, 55, 55, 35, 999999, 0, 3, 32566
3, 1, 77, 28, 2.1801486, 55, 51, 77, 11, 43, 51, 55, 55, 39, 999999, 0, 3, 32699
3, 1, 76, 28, 2.972613, 54, 50, 76, 12, 42, 50, 54, 54, 42, 63, 1, 3, 32833
3, 1, 75, 28, -3.126273, 53, 49, 75, 13, 41, 49, 53, 53, 44, 61, 1, 3, 32966
3, 1, 75, 28, -3.1069632, 53, 49, 75, 13, 41, 49, 53, 53, 44, 60, 1, 3, 33099
3, 1, 74, 28, -3.1380794, 52, 48, 74, 14, 40, 48, 52, 52, 45, 59, 1, 3, 33233
3, 1, 73, 28, 3.137869, 51, 47, 73, 15, 39, 47, 51, 51, 46, 999999, 0, 3, 33366
3, 1, 72, 28, 3.1412454, 50, 46, 72, 16, 38, 46, 50, 50, 46, 999999, 0, 3, 33499
3, 1, 71, 28, -3.1411548, 49, 45, 71, 17, 37, 45, 49, 49, 45, 999999, 0, 3, 33633
3, 1, 71, 28, -3.1411903, 49, 45, 71, 17, 37, 45, 49, 49, 45, 999999, 0, 3, 33766
3, 1, 70, 28, -3.141528, 48, 44, 70, 18, 36, 44, 48, 48, 43, 999999, 0, 3, 33899
3, 1, 69, 28, -3.1415808, 47, 43, 69, 19, 35, 43, 47, 47, 53, 999999, 0, 3, 34966
3, 1, 69, 28, -2.168289, 47, 43, 69, 19, 35, 43, 47, 47, 53, 999999, 0, 3, 35099
3, 1, 69, 28, -2.163126, 47, 43, 69, 19, 35, 43, 47, 47, 53, 999999, 0, 3, 35233
3, 1, 69, 27, -2.144503, 46, 42, 68, 18, 36, 44, 46, 46, 59, 999999, 0, 3, 35366
3, 1, 68, 27, -2.1138346, 45, 41, 67, 19, 35, 43, 45, 45, 63, 999999, 0, 3, 35499
3, 1, 68, 27, -2.1067019, 45, 41, 67, 19, 35, 43, 45, 45, 63, 999999, 0, 3, 35633
3, 1, 68, 26, -2.105043, 44, 40, 66, 18, 36, 44, 44, 44, 65, 999999, 0, 3, 35766
3, 1, 68, 26, -2.1046574, 44, 40, 66, 18, 36, 44, 44, 44, 65, 999999, 0, 3, 35899
3, 1, 68, 25, -2.1045675, 43, 39, 65, 17, 37, 45, 43, 43, 64, 999999, 0, 3, 36033
3, 1, 67, 25, -2.1045468, 42, 38, 64, 18, 36, 44, 42, 42, 67, 999999, 0, 3, 36166
3, 1, 67, 25, -2.1045418, 42, 38, 64, 18, 36, 44, 42, 42, 67, 999999, 0, 3, 36299
3, 1, 67, 24, -2.1045408, 41, 37, 65, 19, 37, 45, 41, 41, 66, 999999, 0, 3, 36433
3, 1, 67, 24, -2.1045406, 41, 37, 65, 19, 37, 45, 41, 41, 66, 999999, 0, 3, 36566
3, 1, 67, 24, -2.1045406, 41, 37, 65, 19, 37, 45, 41, 41, 66, 999999, 0, 3, 36699
3, 1, 66, 23, -2.1045406, 39, 35, 65, 21, 37, 45, 39, 39, 68, 999999, 0, 3, 36833
3, 1, 66, 23, -2.1045406, 39, 35, 65, 21, 37, 45, 39, 39, 68, 999999, 0, 3, 36966
3, 1, 66, 23, -2.2847068, 39, 35, 65, 21, 37, 45, 39, 39, 68, 999999, 0, 3, 37099
3, 1, 66, 22, -2.3266098, 38, 34, 66, 22, 38, 46, 38, 38, 67, 999999, 0, 3, 37233
3, 1, 65, 22, -2.3363557, 37, 33, 65, 23, 37, 45, 37, 37, 70, 999999, 0, 3, 37366
3, 1, 65, 22, -2.3386223, 37, 33, 65, 23, 37, 45, 37, 37, 70, 999999, 0, 3, 37499
3, 1, 65, 22, -2.3391495, 37, 33, 65, 23, 37, 45, 37, 37, 70, 999999, 0, 3, 37633
3, 1, 65, 21, -2.339272, 36, 32, 66, 24, 38, 46, 36, 36, 69, 999999, 0, 3, 37766
