BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


9, 7, 37.295376, 2.0080152, 0.58009946, 0.8145456, 25, 58, 24, 4, 77, 90, 37, 58, 19, 17, 3
9, 7, 40.05948, 4.1560287, -0.9278111, 0.37305045, 38, 33, 23, 1, 78, 89, 38, 57, 13, 11, 3
9, 7, 39.897083, 4.345032, -0.70678186, 0.70743155, 37, 28, 22, 2, 77, 88, 37, 56, 14, 26, 3
9, 7, 39.362656, 4.987793, -0.64311737, 0.76576763, 37, 27, 22, 2, 77, 88, 37, 56, 14, 26, 3
9, 7, 37.156086, 8.306467, -0.4479757, 0.89404577, 39, 29, 18, 8, 71, 84, 39, 52, 33, 18, 3
9, 7, 36.774796, 9.073614, -0.44523522, 0.89541364, 39, 30, 20, 10, 69, 84, 39, 54, 33, 18, 3
9, 7, 36.625, 11.375, 0.99768686, -0.06797826, 41, 45, 22, 12, 67, 82, 41, 56, 29, 20, 3
9, 7, 36.631424, 11.375, 0.9988841, -0.04722786, 41, 49, 22, 12, 67, 82, 41, 56, 29, 21, 3

9, 7, 48.587605, 47.387825, 0.99998736, -0.00503695, 61, 59, 76, 49, 43, 79, 61, 59, 55, 25, 3
9, 7, 49.54881, 47.383766, 0.9999902, -0.0044112206, 60, 60, 75, 50, 42, 80, 60, 60, 55, 23, 3
9, 7, 51.412014, 47.379124, 0.9999978, -0.0021381378, 58, 62, 73, 52, 40, 82, 58, 62, 52, 20, 3
9, 7, 52.081028, 47.378048, 0.99999875, -0.0016207695, 57, 63, 72, 53, 39, 83, 57, 63, 51, 18, 3
