BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


1, 7, 39.150368, 2.138126, 0.99979776, 0.020109832, 39, 58, 24, 2, 79, 90, 39, 58, 15, 22, 3

1, 7, 39.150368, 2.138126, 0.99979776, 0.020109832, 39, 58, 24, 2, 79, 90, 39, 58, 15, 22, 3

1, 7, 39.150368, 2.138126, 0.99979776, 0.020109832, 39, 58, 24, 2, 79, 90, 39, 58, 15, 22, 3

1, 7, 40.479267, 3.525818, -0.35328588, 0.9355154, 27, 58, 24, 0, 79, 90, 39, 58, 14, 18, 3
1, 7, 40.311512, 3.888942, -0.40418845, 0.9146757, 27, 58, 24, 0, 79, 90, 39, 58, 14, 17, 3
1, 7, 40.13376, 4.273719, -0.41585815, 0.9094295, 26, 57, 23, 1, 78, 89, 38, 57, 13, 16, 3
1, 7, 40.00238, 4.558106, -0.4185625, 0.908188, 26, 57, 23, 1, 78, 89, 38, 57, 13, 16, 3
1, 7, 39.808254, 4.978315, -0.41919085, 0.9078981, 25, 56, 22, 2, 77, 88, 37, 56, 14, 15, 3

1, 7, 39.548954, 5.255938, -0.690757, 0.723087, 24, 55, 21, 3, 76, 87, 38, 55, 13, 14, 3

1, 7, 39.143528, 5.477951, -0.8404141, 0.5419448, 24, 55, 21, 3, 76, 87, 38, 55, 13, 14, 3

1, 7, 42.05193, 3.9966788, 0.35466182, 0.93499464, 41, 40, 26, 2, 81, 92, 41, 60, 11, 19, 3
1, 7, 40.819168, 4.672365, -0.95626396, 0.2925051, 38, 33, 23, 1, 78, 89, 38, 57, 13, 11, 3
1, 7, 40.776093, 4.624581, -0.8400428, -0.5425199, 38, 32, 23, 1, 78, 89, 38, 57, 13, 16, 3
1, 7, 40.621586, 4.4531875, -0.71384037, -0.7003087, 38, 32, 23, 1, 78, 89, 38, 57, 13, 16, 3
1, 7, 40.25576, 4.0473766, -0.68009555, -0.7331233, 38, 32, 23, 1, 78, 89, 38, 57, 13, 15, 3
1, 7, 39.63732, 3.7849898, -0.9723026, -0.23372614, 38, 31, 23, 1, 78, 89, 38, 57, 15, 15, 3
1, 7, 39.431004, 4.2109494, -0.69350225, 0.72045445, 37, 29, 22, 2, 77, 88, 37, 56, 14, 26, 3
1, 7, 39.134052, 4.8240323, -0.5006814, 0.86563164, 37, 28, 22, 2, 77, 88, 37, 56, 14, 26, 3
1, 7, 38.891006, 5.325814, -0.451204, 0.8924209, 37, 26, 20, 4, 75, 86, 37, 54, 17, 24, 3
1, 7, 38.604588, 6.1477737, -0.32533553, 0.94559866, 38, 24, 19, 5, 74, 85, 38, 53, 20, 23, 3
1, 7, 38.55778, 7.1566777, -0.1124049, 0.9936625, 39, 22, 18, 6, 73, 84, 39, 52, 29, 22, 3

1, 7, 38.514847, 8.082219, -0.06173459, 0.9980926, 40, 23, 17, 7, 72, 83, 40, 51, 33, 21, 3

1, 7, 38.483047, 8.767685, -0.049921647, 0.99875313, 40, 24, 17, 7, 72, 83, 40, 51, 33, 21, 3
1, 7, 38.451466, 9.44841, -0.047173258, 0.9988867, 41, 23, 18, 8, 71, 82, 41, 52, 34, 20, 3
1, 7, 38.414062, 10.254637, -0.046534024, 0.9989167, 42, 24, 19, 9, 70, 81, 42, 53, 35, 24, 3
1, 7, 38.36863, 11.2340145, -0.04638535, 0.9989236, 43, 24, 20, 10, 69, 80, 43, 54, 36, 24, 3
1, 7, 38.318428, 12.316154, -0.046350773, 0.9989252, 44, 24, 21, 11, 68, 79, 44, 55, 38, 24, 3
1, 7, 38.297466, 12.768019, -0.046342734, 0.9989256, 44, 25, 21, 11, 68, 79, 44, 55, 38, 25, 3
