BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


3, 7, 11.961809, 32.92189, 0.7055474, -0.70866275, 73, 81, 29, 13, 25, 21, 73, 81, 67, 24, 3

3, 7, 12.444976, 32.459824, 0.7187578, -0.6952609, 72, 80, 28, 14, 24, 20, 72, 80, 67, 24, 3

3, 7, 12.961558, 31.965801, 0.7217938, -0.6921085, 73, 81, 27, 15, 23, 21, 73, 81, 65, 23, 3

3, 7, 14.625, 30.375, 0.7222687, -0.6916125, 72, 80, 28, 18, 20, 18, 72, 80, 61, 22, 3

3, 7, 14.549637, 30.299637, -0.24942024, -0.96839523, 72, 80, 28, 18, 20, 18, 72, 80, 61, 21, 3

3, 7, 14.315166, 30.065168, -0.61419517, -0.7891536, 72, 80, 28, 18, 20, 18, 72, 80, 61, 22, 3

3, 7, 13.993218, 29.74322, -0.6864163, -0.727209, 74, 80, 26, 18, 20, 18, 74, 80, 59, 22, 3

3, 7, 13.778535, 29.528536, -0.70234674, -0.71183515, 74, 80, 26, 18, 20, 18, 74, 80, 59, 22, 3

3, 7, 13.466639, 29.216639, -0.7060026, -0.7082093, 74, 80, 26, 18, 20, 18, 74, 80, 59, 23, 3

3, 7, 13.183795, 28.933794, -0.7068503, -0.7073635, 75, 79, 25, 19, 19, 17, 75, 79, 57, 22, 3

3, 7, 12.86911, 28.619108, -0.70704734, -0.7071668, 76, 80, 24, 18, 20, 18, 76, 80, 55, 23, 3

3, 7, 12.820244, 28.275402, -0.3259509, -0.94538724, 76, 80, 24, 18, 20, 18, 76, 80, 55, 23, 3

3, 7, 12.7790985, 27.874912, -0.15515898, -0.9878895, 75, 79, 23, 19, 19, 17, 75, 79, 52, 22, 3

3, 7, 12.73797, 27.474588, -0.11454922, -0.993418, 75, 79, 23, 19, 19, 17, 75, 79, 52, 23, 3

3, 7, 12.701882, 27.123331, -0.1050741, -0.9944644, 75, 79, 23, 19, 19, 17, 75, 79, 52, 23, 3
3, 7, 12.656459, 26.681198, -0.10286908, -0.99469495, 74, 78, 22, 20, 18, 16, 74, 78, 45, 22, 3
3, 7, 12.643353, 26.281738, -0.04083497, -0.9991659, 74, 78, 22, 20, 18, 16, 74, 78, 45, 22, 3
3, 7, 12.639114, 25.841045, -0.016884686, -0.99985766, 75, 77, 21, 21, 17, 17, 75, 77, 42, 21, 3
3, 7, 12.636193, 25.537313, -0.011312619, -0.9999361, 75, 77, 21, 21, 17, 17, 75, 77, 42, 21, 3
3, 7, 12.631807, 25.081799, -0.010016679, -0.9999502, 75, 77, 21, 21, 17, 17, 75, 77, 42, 22, 3
3, 7, 12.627955, 24.68182, -0.009715281, -0.99995303, 76, 76, 20, 22, 16, 18, 76, 76, 42, 21, 3
3, 7, 12.626994, 24.221447, -0.0038453247, -0.99999285, 76, 76, 20, 22, 16, 18, 76, 76, 42, 21, 3
