BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


0, 7, 39.730495, 4.9639354, -0.54791576, 0.83653355, 25, 56, 22, 2, 77, 88, 37, 56, 14, 16, 3
0, 7, 39.088585, 5.459958, -0.7801422, 0.62560236, 24, 55, 21, 3, 76, 87, 38, 55, 13, 14, 3
0, 7, 38.788273, 5.69806, -0.7562021, 0.6543381, 23, 54, 20, 4, 75, 86, 37, 54, 17, 13, 3
0, 7, 38.56332, 6.0312524, -0.55318695, 0.8330571, 22, 53, 19, 5, 74, 85, 38, 53, 20, 12, 3
0, 7, 38.130634, 1.8642907, 0.695012, 0.71899813, 39, 38, 24, 4, 79, 90, 39, 58, 17, 17, 3
0, 7, 38.07442, 2.804944, -0.09581576, 0.99539906, 38, 32, 23, 3, 78, 89, 38, 57, 17, 16, 3

0, 7, 38.5903, 5.271056, 0.31650972, 0.94858927, 37, 33, 20, 4, 75, 86, 37, 54, 17, 20, 3
0, 7, 38.643845, 6.11416, 0.022856822, 0.99973875, 38, 33, 19, 5, 74, 85, 38, 53, 20, 19, 3
0, 7, 38.624226, 8.460547, 4.387819E-4, 0.9999999, 40, 38, 17, 7, 72, 83, 40, 51, 33, 13, 3
0, 7, 38.62505, 10.101018, 0.99969053, 0.024876893, 42, 48, 19, 9, 70, 81, 42, 53, 35, 19, 3
0, 7, 38.63206, 10.103449, 0.9312516, 0.36437678, 42, 52, 19, 9, 70, 81, 42, 53, 35, 20, 3

0, 7, 42.082718, 10.308509, 0.999016, 0.044351578, 46, 62, 15, 13, 74, 77, 46, 49, 35, 26, 3

0, 7, 42.44314, 42.933792, 0.99741757, 0.07182115, 62, 48, 77, 42, 48, 68, 62, 48, 66, 20, 3
0, 7, 42.904213, 42.9742, 0.9964907, 0.08370435, 62, 48, 77, 42, 48, 68, 62, 48, 66, 21, 3
0, 7, 43.214767, 43.001415, 0.9962548, 0.08646649, 62, 50, 77, 44, 48, 70, 62, 50, 65, 21, 3
0, 7, 43.638546, 43.03855, 0.99619895, 0.08710867, 62, 50, 77, 44, 48, 70, 62, 50, 65, 21, 3
0, 7, 44.037014, 43.07347, 0.99618584, 0.08725798, 61, 51, 76, 45, 47, 71, 61, 51, 66, 21, 3
0, 7, 44.454243, 43.10566, 0.9979896, 0.063376784, 61, 51, 76, 45, 47, 71, 61, 51, 66, 21, 3
0, 7, 45.893505, 41.80717, -0.589376, -0.80785906, 58, 50, 73, 44, 44, 70, 58, 50, 73, 18, 3
0, 7, 45.67119, 41.524292, -0.6113457, -0.79136395, 58, 50, 73, 44, 44, 70, 58, 50, 73, 18, 3
0, 7, 45.439213, 41.229126, -0.61571866, -0.7879665, 58, 50, 73, 44, 44, 70, 58, 50, 73, 17, 3
0, 7, 45.20324, 40.92888, -0.61638916, -0.78744197, 57, 49, 72, 43, 45, 69, 57, 49, 76, 18, 3
