BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


7, 7, 1.93237, 31.560076, 0.18694657, -0.98236954, 84, 74, 32, 20, 96, 86, 84, 74, 26, 18, 3
7, 7, 3.280102, 30.412552, 0.73504305, -0.6780199, 81, 71, 31, 21, 93, 83, 81, 71, 24, 8, 3
7, 7, 3.5445256, 30.208557, 0.9747966, -0.22309542, 81, 71, 31, 21, 93, 83, 81, 71, 24, 9, 3
7, 7, 3.7354019, 30.01318, 0.7785681, -0.6275592, 81, 71, 31, 21, 93, 83, 81, 71, 24, 9, 3
7, 7, 3.9466467, 29.777393, 0.6948352, -0.719169, 80, 72, 30, 22, 94, 84, 80, 72, 27, 10, 3
7, 7, 5.5718117, 27.963417, 0.6672851, -0.7448027, 76, 72, 26, 22, 90, 84, 76, 72, 32, 12, 3
7, 7, 5.780786, 27.73016, 0.6672816, -0.7448056, 76, 72, 26, 22, 90, 84, 76, 72, 32, 12, 3
7, 7, 6.151475, 27.488958, 0.8640759, -0.50336146, 75, 71, 27, 23, 89, 83, 75, 71, 30, 13, 3
7, 7, 6.540372, 27.395367, 0.9541708, -0.29926252, 75, 71, 27, 23, 89, 83, 75, 71, 30, 13, 3
7, 7, 7.1132283, 26.894049, 0.7327133, -0.6805377, 73, 71, 27, 25, 87, 83, 73, 71, 35, 12, 3
7, 7, 7.4135447, 26.592285, 0.71185666, -0.7023251, 73, 71, 27, 25, 87, 83, 73, 71, 35, 12, 3
7, 7, 7.6957083, 26.308762, 0.70691234, -0.7073014, 73, 71, 27, 25, 87, 83, 73, 71, 35, 12, 3
7, 7, 19.405706, 34.622746, -0.74320894, -0.66905975, 69, 59, 45, 27, 81, 71, 69, 59, 46, 24, 3

7, 7, 48.87033, 36.871906, -0.85073787, -0.5255903, 48, 54, 47, 39, 42, 48, 48, 54, 57, 23, 3
7, 7, 48.70782, 36.83594, -0.9565551, -0.29155207, 48, 54, 47, 39, 42, 48, 48, 54, 57, 23, 3

7, 7, 62.106674, 26.615736, 0.7867483, -0.6172738, 52, 58, 71, 35, 46, 52, 52, 58, 34, 23, 3
7, 7, 58.332855, 26.439823, -0.99927044, -0.038193583, 48, 54, 67, 39, 42, 48, 48, 54, 44, 20, 3
7, 7, 57.911324, 26.423824, -0.9992736, -0.03811288, 47, 53, 66, 40, 41, 47, 47, 53, 44, 18, 3
7, 7, 56.69851, 26.37779, -0.9992735, -0.03811288, 46, 52, 65, 41, 40, 46, 46, 52, 44, 17, 3
7, 7, 56.541115, 26.377602, -0.9999523, -0.009787917, 46, 52, 65, 41, 40, 46, 46, 52, 44, 17, 3
7, 7, 55.369377, 26.376196, -0.9999993, -0.0013091564, 45, 51, 64, 42, 39, 45, 45, 51, 40, 16, 3
7, 7, 54.969383, 26.375715, -0.9999992, -0.0012261868, 44, 50, 63, 43, 38, 44, 44, 50, 34, 16, 3
7, 7, 54.540367, 26.3752, -0.9999993, -0.0012068748, 44, 50, 63, 43, 38, 44, 44, 50, 34, 16, 3
