BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


8, 2, 76.625, 18.375, 0.99940073, -0.03461671, 0, 68, 93, 87, 18, 62, 0, 68, 50, 80, 3
8, 2, 76.61568, 18.375, 0.5537166, -0.8327054, 0, 68, 93, 87, 18, 62, 0, 68, 50, 58, 3
8, 2, 76.53041, 18.375, -0.750101, -0.6613231, 0, 68, 93, 87, 18, 62, 0, 68, 50, 57, 3
8, 2, 76.26645, 18.375, -0.9859131, -0.16725957, 0, 68, 93, 87, 18, 62, 0, 68, 50, 56, 3
8, 2, 75.73959, 18.375, -0.99923635, -0.03907597, 0, 67, 92, 86, 17, 61, 1, 67, 50, 54, 3
8, 2, 75.46474, 18.375, -0.9999588, -0.009090424, 0, 67, 92, 86, 17, 61, 1, 67, 50, 54, 3
8, 2, 74.83895, 18.375, -0.9999977, -0.0021139383, 0, 66, 91, 85, 16, 60, 2, 66, 50, 52, 3
8, 2, 74.266624, 18.316479, -0.9944816, -0.1049099, 0, 66, 91, 85, 16, 60, 2, 66, 50, 50, 3
8, 2, 73.39031, 18.00416, -0.95904547, -0.28325284, 0, 65, 90, 84, 15, 59, 3, 65, 48, 48, 3
8, 2, 72.76381, 17.273655, -0.70581144, -0.70839906, 0, 65, 90, 84, 13, 59, 5, 65, 43, 47, 3
8, 2, 72.414, 16.461742, -0.43198904, -0.9018787, 0, 66, 91, 85, 12, 60, 6, 66, 44, 47, 3
8, 2, 72.2476, 15.810736, -0.2916399, -0.95652807, 0, 67, 92, 86, 11, 59, 7, 67, 47, 48, 3
8, 2, 72.07722, 15.144155, -0.25792822, -0.96616423, 0, 67, 92, 86, 11, 59, 7, 67, 47, 47, 3
8, 2, 71.40014, 14.655674, -0.70790166, -0.7063111, 0, 67, 92, 86, 9, 57, 9, 67, 47, 47, 3
8, 2, 70.489395, 14.222145, -0.8835887, -0.4682634, 0, 68, 93, 87, 8, 56, 10, 68, 0, 47, 3
8, 2, 69.57699, 13.952301, -0.9447331, -0.32784092, 0, 66, 91, 85, 6, 54, 12, 66, 39, 43, 3
8, 2, 69.065575, 13.857465, -0.97554415, -0.2198025, 0, 66, 91, 85, 6, 54, 12, 66, 39, 42, 3
8, 2, 68.49276, 13.77714, -0.98747146, -0.15779817, 0, 65, 90, 84, 5, 53, 13, 65, 37, 40, 3
8, 2, 67.78569, 13.677989, -0.98968273, -0.14327669, 0, 64, 89, 83, 4, 52, 14, 64, 39, 39, 3
8, 2, 66.83397, 13.396352, -0.9575393, -0.28830278, 0, 63, 88, 82, 3, 51, 15, 63, 42, 37, 3
8, 2, 65.91494, 13.032876, -0.9465749, -0.3224845, 0, 62, 87, 81, 2, 50, 16, 62, 44, 35, 3
8, 2, 65.15622, 12.881158, -0.97415906, -0.22586346, 0, 63, 88, 82, 1, 51, 17, 63, 45, 36, 3
