BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


0, 2, 6.4507084, 3.3747394, -0.9999739, -0.007243037, 0, 78, 56, 38, 51, 120, 1, 90, 26, 44, 3
0, 2, 5.650258, 3.375, 0.028811892, -0.9995849, 0, 79, 57, 39, 50, 121, 0, 91, 26, 44, 3
0, 2, 5.7993603, 3.375, 0.9333008, -0.3590964, 0, 78, 57, 39, 50, 121, 0, 91, 26, 44, 3
0, 2, 6.075899, 3.375, 0.9963246, -0.08565819, 0, 78, 56, 38, 51, 120, 1, 90, 26, 43, 3
0, 2, 6.4426317, 3.375, 0.9997862, -0.02067411, 0, 78, 56, 38, 51, 120, 1, 90, 26, 43, 3
0, 2, 7.027169, 3.375, 0.9999882, -0.004885316, 0, 77, 55, 37, 50, 119, 2, 89, 26, 42, 3
0, 2, 7.870168, 3.375, 0.99999946, -0.0011684895, 0, 78, 55, 37, 50, 119, 2, 89, 26, 42, 3
0, 2, 8.899856, 3.375, 1.0000001, -2.886057E-4, 0, 77, 54, 36, 49, 118, 3, 88, 25, 41, 3
0, 2, 9.675701, 3.6596987, 0.9641642, 0.26530635, 0, 76, 53, 35, 48, 117, 4, 87, 24, 40, 3
0, 2, 10.063637, 4.0376444, 0.79181904, 0.6107558, 0, 73, 53, 35, 48, 115, 6, 87, 22, 40, 3
0, 2, 10.36431, 4.487751, 0.62029934, 0.7843652, 0, 72, 53, 35, 48, 115, 6, 87, 22, 40, 3
0, 2, 10.718658, 5.082001, 0.529722, 0.8481713, 0, 71, 54, 36, 47, 114, 7, 88, 24, 39, 3
0, 2, 11.118752, 5.9838576, 0.43604633, 0.8999242, 0, 70, 53, 35, 48, 113, 8, 87, 21, 38, 3
0, 2, 11.514019, 6.874837, 0.41289183, 0.9107801, 0, 69, 52, 34, 47, 112, 9, 86, 26, 12, 3
0, 2, 12.015618, 7.345051, 0.7607224, 0.6490773, 0, 66, 50, 32, 47, 110, 11, 84, 26, 9, 3
0, 2, 12.676895, 7.3735566, 0.9849792, 0.17267269, 0, 66, 50, 32, 47, 110, 11, 84, 26, 9, 3
0, 2, 13.391484, 7.374086, 0.99915594, 0.04108131, 0, 65, 49, 31, 48, 109, 12, 83, 19, 8, 3
0, 2, 14.255324, 7.374726, 0.9999436, 0.010624528, 0, 63, 48, 30, 49, 108, 13, 82, 17, 7, 3
0, 2, 15.399281, 7.3750634, 0.9999966, 0.0026491284, 0, 62, 47, 29, 50, 107, 14, 81, 22, 6, 3
0, 2, 15.989695, 7.375033, 0.9999999, 5.996227E-4, 0, 62, 47, 29, 50, 107, 14, 81, 22, 6, 3
0, 2, 16.638712, 7.374999, 1.0, 1.0573864E-4, 0, 60, 46, 28, 51, 106, 15, 80, 23, 5, 3
0, 2, 17.179127, 7.374999, 1.0, 1.0573864E-4, 0, 60, 45, 27, 52, 105, 16, 79, 20, 4, 3
