BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


0, 5, 2.0619385, 47.12899, 0.98418236, -0.17715895, 99, 89, 49, 3, 111, 101, 99, 89, 27, 45, 3
0, 5, 2.5401158, 46.674892, 0.8366406, -0.5477524, 98, 88, 48, 4, 110, 100, 98, 88, 28, 53, 3
0, 5, 2.5425365, 46.602165, 0.2532525, -0.9674003, 98, 88, 48, 4, 110, 100, 98, 88, 28, 53, 3
0, 5, 2.5526567, 46.29813, 0.08498443, -0.9963825, 98, 88, 48, 4, 110, 100, 98, 88, 28, 54, 3
0, 5, 2.6105618, 45.654152, 0.13174978, -0.99128294, 97, 87, 47, 5, 109, 99, 97, 87, 29, 53, 3
0, 5, 2.7025585, 45.35677, 0.25802106, -0.9661397, 97, 87, 47, 5, 109, 99, 97, 87, 29, 53, 3
0, 5, 2.8421657, 44.905495, 0.28685293, -0.95797515, 96, 86, 46, 6, 108, 98, 96, 86, 29, 53, 3
0, 5, 2.9818854, 44.453854, 0.29352245, -0.9559523, 96, 86, 46, 6, 108, 98, 96, 86, 29, 53, 3
0, 5, 3.3759425, 43.712765, 0.45915145, -0.88835776, 94, 84, 46, 6, 106, 96, 94, 84, 32, 52, 3
0, 5, 3.9703414, 42.919193, 0.56818753, -0.8228996, 93, 83, 45, 7, 105, 95, 93, 83, 32, 51, 3
0, 5, 4.472765, 42.248417, 0.5922924, -0.80572295, 92, 82, 44, 6, 104, 94, 92, 82, 33, 50, 3
0, 5, 4.8728204, 41.714306, 0.597825, -0.8016267, 91, 81, 43, 7, 103, 93, 91, 81, 34, 49, 3

0, 5, 86.66648, 41.67275, -0.95323783, -0.3022207, 91, 97, 88, 4, 85, 91, 91, 97, 29, 90, 3
0, 5, 86.66348, 41.67445, -0.99995804, -0.009153843, 91, 97, 88, 4, 85, 91, 91, 97, 29, 90, 3
0, 5, 86.598885, 41.731873, -0.84965056, 0.527346, 91, 97, 88, 4, 85, 91, 91, 97, 29, 90, 3
0, 5, 86.31848, 41.98109, -0.7732885, 0.6340543, 91, 97, 88, 4, 85, 91, 91, 97, 29, 90, 3
0, 5, 85.817635, 42.42624, -0.7535658, 0.6573726, 91, 97, 88, 4, 85, 91, 91, 97, 27, 90, 3
0, 5, 85.257545, 42.92403, -0.74887735, 0.66270864, 91, 97, 88, 4, 85, 91, 91, 97, 27, 90, 3

0, 5, 82.00724, 46.44619, -0.97862434, 0.20565605, 92, 98, 87, 9, 86, 92, 92, 98, 13, 1000000, 3

0, 5, 80.27001, 46.92326, -0.96516746, 0.26163298, 90, 96, 85, 11, 84, 90, 90, 96, 10, 1000000, 3
0, 5, 79.30428, 47.042946, -0.9878263, 0.15556079, 90, 96, 85, 13, 84, 90, 90, 96, 19, 1000000, 3

0, 5, 77.21956, 47.566338, -0.9503985, 0.31103492, 88, 94, 83, 15, 82, 88, 88, 94, 20, 1000000, 3

