BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


9, 5, 86.67294, 39.549015, -0.9607936, -0.27726424, 89, 95, 86, 2, 83, 89, 89, 95, 32, 88, 3
9, 5, 86.66849, 39.550724, -0.9999898, -0.004552722, 89, 95, 86, 2, 83, 89, 89, 95, 32, 88, 3
9, 5, 86.592415, 39.590076, -0.9340226, 0.35721385, 89, 95, 86, 2, 83, 89, 89, 95, 32, 88, 3
9, 5, 86.34167, 39.719784, -0.89988387, 0.43612963, 89, 95, 86, 2, 83, 89, 89, 95, 32, 88, 3
9, 5, 85.798996, 40.000484, -0.89097947, 0.45404363, 89, 95, 86, 2, 83, 89, 89, 95, 32, 88, 3
9, 5, 84.80318, 40.42365, -0.9224354, 0.38615185, 88, 94, 85, 1, 82, 88, 88, 94, 33, 87, 3
9, 5, 84.34015, 40.52583, -0.96667475, 0.2560078, 88, 94, 85, 1, 82, 88, 88, 94, 33, 87, 3
9, 5, 83.674515, 40.67272, -0.97437, 0.22495174, 87, 93, 84, 2, 81, 87, 87, 93, 34, 86, 3
9, 5, 83.12342, 40.759884, -0.9870928, 0.16014981, 87, 93, 84, 2, 81, 87, 87, 93, 34, 86, 3
9, 5, 82.240715, 40.85201, -0.99313855, 0.11694431, 86, 92, 83, 3, 80, 86, 86, 92, 35, 1000000, 3
9, 5, 81.23627, 40.956837, -0.9942742, 0.10686058, 85, 91, 82, 4, 79, 85, 85, 91, 34, 1000000, 3
9, 5, 80.346344, 41.20866, -0.97215855, 0.2343244, 85, 91, 82, 6, 79, 85, 85, 91, 32, 1000000, 3

9, 5, 79.03082, 41.580906, -0.96279454, 0.270235, 84, 90, 81, 7, 78, 84, 84, 90, 35, 1000000, 3

9, 5, 77.00132, 43.38131, -0.91368276, 0.40642828, 84, 90, 79, 11, 78, 84, 84, 90, 32, 1000000, 3
9, 5, 76.54542, 43.37922, -0.995602, 0.0936839, 83, 89, 78, 12, 77, 83, 83, 89, 34, 1000000, 3

9, 5, 75.27051, 43.347153, -0.9992448, -0.03885448, 82, 88, 77, 13, 76, 82, 82, 88, 36, 1000000, 3
9, 5, 74.289474, 43.214706, -0.9937323, -0.111787796, 81, 87, 76, 14, 75, 81, 81, 87, 36, 1000000, 3
9, 5, 73.303505, 43.170586, -0.9998498, -0.017324328, 80, 86, 75, 15, 74, 80, 80, 86, 33, 1000000, 3

9, 5, 70.75189, 43.61128, -0.9968657, 0.0791142, 77, 83, 72, 18, 71, 77, 77, 83, 41, 42, 3
9, 5, 70.455414, 43.577698, -0.99764645, -0.06857073, 77, 83, 72, 18, 71, 77, 77, 83, 41, 42, 3
9, 5, 70.046425, 43.52936, -0.994362, -0.10604048, 77, 83, 72, 18, 71, 77, 77, 83, 41, 54, 3

9, 5, 44.78547, 44.37034, -0.99995214, 0.009793937, 58, 58, 45, 45, 52, 52, 58, 58, 27, 29, 3
9, 5, 44.385475, 44.37194, -0.9999855, 0.0053601265, 58, 58, 45, 45, 52, 52, 58, 58, 27, 28, 3
9, 5, 43.934624, 44.373756, -0.9999907, 0.0043287277, 59, 57, 44, 46, 53, 51, 59, 57, 27, 27, 3

9, 5, 43.18909, 44.422626, -0.9947016, 0.10280496, 59, 57, 44, 46, 53, 51, 59, 57, 27, 27, 3
