BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


2, 3, 35, 33, -1.1011682, 34, 38, 40, 58, 22, 14, 34, 34, 44, 999999, 0, 3, 129898
2, 3, 35, 32, -1.1962677, 33, 37, 41, 57, 23, 15, 33, 33, 35, 999999, 0, 3, 131765
2, 3, 36, 32, -1.0960451, 32, 36, 40, 56, 22, 14, 32, 32, 42, 999999, 0, 3, 131899
2, 3, 36, 32, -1.3839273, 32, 36, 40, 56, 22, 14, 32, 32, 42, 999999, 0, 3, 132032
2, 3, 36, 32, -1.4508774, 32, 36, 40, 56, 22, 14, 32, 32, 42, 999999, 0, 3, 132165
2, 3, 36, 31, -1.46645, 31, 35, 39, 55, 23, 15, 31, 31, 37, 999999, 0, 3, 132299
2, 3, 36, 31, -1.4700717, 31, 35, 39, 55, 23, 15, 31, 31, 37, 999999, 0, 3, 132432
2, 3, 36, 29, -1.470914, 29, 33, 37, 53, 25, 17, 29, 29, 38, 999999, 0, 3, 132566

2, 3, 42, 7, 0.9489531, 1, 5, 57, 61, 49, 47, 1, 1, 30, 999999, 0, 3, 180843
2, 3, 42, 8, 0.94894165, 0, 4, 56, 60, 48, 46, 0, 0, 30, 999999, 0, 3, 181509
2, 3, 42, 8, 1.426173, 0, 4, 56, 60, 48, 46, 0, 0, 30, 999999, 0, 3, 181643
2, 3, 42, 8, 1.5371586, 0, 4, 56, 60, 48, 46, 0, 0, 30, 999999, 0, 3, 181776
2, 3, 42, 8, 1.248848, 0, 4, 56, 60, 48, 46, 0, 0, 30, 999999, 0, 3, 181909
2, 3, 43, 9, 1.0905215, 2, 4, 56, 58, 46, 46, 2, 2, 32, 999999, 0, 3, 182043
2, 3, 43, 9, 1.0536969, 2, 4, 56, 58, 46, 46, 2, 2, 32, 999999, 0, 3, 182176
2, 3, 43, 10, 1.0451324, 3, 5, 55, 57, 45, 45, 3, 3, 34, 999999, 0, 3, 182309
2, 3, 44, 10, 1.0431404, 4, 4, 56, 56, 44, 46, 4, 4, 34, 999999, 0, 3, 182443
2, 3, 44, 11, 1.0426773, 5, 5, 55, 55, 43, 45, 5, 5, 34, 999999, 0, 3, 182576
2, 3, 44, 12, 1.0425694, 6, 6, 54, 54, 42, 44, 6, 6, 29, 999999, 0, 3, 182710
2, 3, 45, 13, 1.0425445, 8, 6, 56, 52, 40, 46, 8, 8, 27, 999999, 0, 3, 182843

2, 3, 43, 42, -3.1083074, 49, 49, 57, 59, 5, 3, 49, 49, 48, 999999, 0, 3, 208048
2, 3, 42, 42, -3.108053, 48, 50, 56, 60, 6, 2, 48, 48, 48, 999999, 0, 3, 208182
2, 3, 42, 42, -3.108053, 48, 50, 56, 60, 6, 2, 48, 48, 48, 999999, 0, 3, 208315
2, 3, 41, 42, -3.108053, 47, 51, 55, 61, 7, 1, 47, 47, 48, 999999, 0, 3, 208448

2, 3, 51, 8, 2.7497845, 9, 5, 65, 51, 41, 49, 9, 9, 34, 999999, 0, 3, 268989
2, 3, 50, 8, 2.7534475, 8, 4, 64, 52, 42, 50, 8, 8, 32, 999999, 0, 3, 269122
2, 3, 50, 9, 2.7542994, 9, 5, 63, 51, 41, 49, 9, 9, 24, 999999, 0, 3, 269255
2, 3, 50, 9, 2.7544975, 9, 5, 63, 51, 41, 49, 9, 9, 24, 999999, 0, 3, 269389
2, 3, 49, 9, 2.8220506, 8, 4, 62, 52, 42, 50, 8, 8, 22, 999999, 0, 3, 269522
2, 3, 49, 9, 2.9398012, 8, 4, 62, 52, 42, 50, 8, 8, 22, 999999, 0, 3, 269655
2, 3, 48, 9, 2.9671893, 7, 3, 61, 53, 43, 51, 7, 7, 25, 999999, 0, 3, 269789
2, 3, 48, 9, 2.973559, 7, 3, 61, 53, 43, 51, 7, 7, 25, 999999, 0, 3, 269922
2, 3, 48, 9, 2.9750407, 7, 3, 61, 53, 43, 51, 7, 7, 25, 999999, 0, 3, 270055
2, 3, 47, 9, 2.975385, 6, 2, 60, 54, 42, 50, 6, 6, 28, 999999, 0, 3, 270188
