BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


9, 3, 38.206993, 3.653207, 0.9998888, -0.014914155, 81, 56, 22, 2, 77, 88, 37, 56, 17, 19, 3
9, 3, 38.208076, 3.654094, 0.98016864, 0.19816446, 100000000, 56, 22, 2, 77, 88, 37, 56, 17, 19, 3
9, 3, 38.205406, 3.7059958, 0.42546186, 0.90497637, 84, 56, 22, 2, 77, 88, 37, 56, 17, 19, 3
9, 3, 38.229305, 3.8726323, 0.20994967, 0.9777122, 85, 56, 22, 2, 77, 88, 37, 56, 17, 19, 3
9, 3, 38.27233, 4.1726484, 0.15784581, 0.9874638, 84, 55, 21, 3, 76, 87, 36, 55, 17, 18, 3
9, 3, 38.353333, 4.7374587, 0.1456581, 0.989335, 85, 55, 21, 3, 76, 87, 36, 55, 17, 1000000, 3
9, 3, 38.497105, 5.739964, 0.14282039, 0.9897486, 85, 54, 20, 4, 75, 86, 37, 54, 17, 1000000, 3
9, 3, 38.593445, 6.4117513, 0.14216022, 0.98984367, 38, 53, 19, 5, 74, 85, 38, 53, 20, 1000000, 3
9, 3, 38.68424, 7.0448427, 0.14200674, 0.9898657, 39, 52, 18, 6, 73, 84, 39, 52, 29, 14, 3
9, 3, 38.762222, 7.5886207, 0.14197099, 0.98987085, 39, 52, 18, 6, 73, 84, 39, 52, 29, 14, 3

9, 3, 40.374855, 9.624818, 0.99977404, -0.021258354, 41, 50, 16, 10, 73, 80, 43, 50, 34, 41, 3
9, 3, 40.369076, 9.625299, 0.3918535, 0.9200276, 45, 50, 16, 10, 73, 80, 43, 50, 34, 23, 3
9, 3, 40.275185, 9.616735, -0.92523116, 0.37940377, 46, 50, 16, 10, 73, 80, 43, 50, 34, 23, 3
9, 3, 40.113266, 9.601967, -0.999786, 0.02069503, 47, 50, 16, 10, 73, 80, 43, 50, 34, 23, 3
9, 3, 39.81888, 9.575115, -0.99788874, -0.06494641, 47, 51, 17, 9, 72, 81, 42, 51, 34, 24, 3
9, 3, 39.28944, 9.6497, -0.9919051, 0.1269809, 47, 51, 17, 9, 72, 81, 42, 51, 34, 24, 3
9, 3, 38.38832, 9.924167, -0.9672824, 0.25370204, 47, 52, 18, 8, 71, 82, 41, 52, 34, 48, 3
9, 3, 37.607574, 10.161969, -0.95922416, 0.28264624, 46, 54, 20, 10, 69, 82, 41, 54, 34, 54, 3
9, 3, 37.04031, 10.33475, -0.9572258, 0.289342, 47, 54, 20, 10, 69, 82, 41, 54, 34, 54, 3
9, 3, 36.50027, 10.499239, -0.9567542, 0.2908975, 47, 54, 21, 11, 68, 83, 40, 55, 31, 56, 3
9, 3, 35.828556, 10.703832, -0.9566443, 0.29125893, 46, 55, 22, 12, 67, 84, 39, 56, 30, 57, 3
9, 3, 34.96638, 10.968557, -0.9558602, 0.2938221, 45, 56, 23, 13, 66, 85, 38, 57, 30, 58, 3
