BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


7, 3, 82.69876, 41.031956, -0.95081705, -0.30975342, 58, 93, 84, 4, 81, 87, 87, 93, 31, 83, 3
7, 3, 82.69414, 41.026646, -0.85856605, -0.51270235, 58, 93, 84, 4, 81, 87, 87, 93, 31, 83, 3
7, 3, 82.62609, 40.973858, -0.8280628, -0.5606353, 58, 92, 83, 3, 80, 86, 86, 92, 35, 82, 3
7, 3, 82.465096, 40.858, -0.8155522, -0.5786841, 59, 92, 83, 3, 80, 86, 86, 92, 35, 1000000, 3
7, 3, 82.19063, 40.6605, -0.8125859, -0.58284175, 60, 92, 83, 3, 80, 86, 86, 92, 35, 1000000, 3
7, 3, 81.67789, 40.291515, -0.81189287, -0.5838064, 59, 91, 82, 4, 79, 85, 85, 91, 34, 1000000, 3
7, 3, 80.81159, 39.66812, -0.8117315, -0.5840306, 58, 89, 80, 4, 77, 83, 83, 89, 38, 1000000, 3
7, 3, 80.28239, 39.287296, -0.8116941, -0.5840831, 59, 89, 80, 4, 77, 83, 83, 89, 38, 1000000, 3
7, 3, 79.752464, 38.90596, -0.8116855, -0.58409536, 58, 87, 80, 6, 75, 81, 81, 87, 40, 1000000, 3
7, 3, 79.30765, 38.58586, -0.8116833, -0.58409786, 59, 87, 80, 6, 75, 81, 81, 87, 40, 1000000, 3
7, 3, 78.67784, 38.076206, -0.7801768, -0.62555945, 58, 86, 79, 7, 74, 80, 80, 86, 41, 1000000, 3
7, 3, 77.92112, 37.406647, -0.75635034, -0.65416694, 57, 84, 79, 9, 72, 78, 78, 84, 40, 1000000, 3
7, 3, 77.197105, 36.76603, -0.7506575, -0.66069186, 57, 83, 80, 10, 71, 77, 77, 83, 39, 1000000, 3
7, 3, 76.68139, 36.27056, -0.7180742, -0.6959667, 58, 82, 79, 11, 70, 76, 76, 82, 38, 1000000, 3
7, 3, 76.216705, 35.779247, -0.6944603, -0.71953154, 58, 81, 78, 12, 69, 75, 75, 81, 40, 1000000, 3
7, 3, 75.6885, 35.220776, -0.68885624, -0.724898, 58, 80, 77, 13, 68, 74, 74, 80, 39, 1000000, 3
7, 3, 75.045555, 34.541004, -0.6875471, -0.72614014, 57, 79, 76, 14, 67, 73, 73, 79, 43, 1000000, 3
7, 3, 73.85737, 34.402153, -0.96152866, -0.27470386, 56, 77, 74, 16, 65, 71, 71, 77, 34, 65, 3
7, 3, 73.58075, 34.22084, -0.84765893, -0.5305412, 57, 77, 74, 16, 65, 71, 71, 77, 34, 65, 3
7, 3, 73.496284, 33.565742, -0.32749945, -0.9448507, 58, 76, 75, 17, 64, 70, 70, 76, 42, 65, 3
7, 3, 73.4196, 32.97093, -0.17509386, -0.9845518, 58, 75, 76, 18, 63, 69, 69, 75, 46, 66, 3
7, 3, 72.87353, 32.38168, -0.6673443, -0.74474907, 58, 74, 75, 19, 62, 68, 68, 74, 47, 65, 3
