BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


0, 3, 39.64795, 0.61529213, 0.99841845, 0.05621785, 85, 60, 26, 4, 81, 92, 41, 60, 15, 23, 3
0, 3, 39.649033, 0.61635065, 0.9622407, 0.27220023, 100000000, 60, 26, 4, 81, 92, 41, 60, 15, 23, 3
0, 3, 39.62453, 0.6406059, -0.30070296, 0.9537178, 88, 60, 26, 4, 81, 92, 41, 60, 15, 23, 3
0, 3, 39.522316, 0.79907936, -0.41621372, 0.90926677, 89, 60, 26, 4, 81, 92, 41, 60, 15, 23, 3
0, 3, 39.53035, 1.1570071, -0.082523786, 0.9965891, 88, 59, 25, 3, 80, 91, 40, 59, 15, 22, 3
0, 3, 39.54847, 1.9643532, -0.0019984306, 0.999998, 89, 59, 25, 3, 80, 91, 40, 59, 15, 1000000, 3
0, 3, 39.57075, 2.9573333, 0.016752835, 0.9998597, 89, 58, 24, 2, 79, 90, 39, 58, 15, 1000000, 3

0, 3, 38.676926, 5.832123, -0.48429003, 0.87490755, 37, 54, 20, 4, 75, 86, 37, 54, 17, 16, 3
0, 3, 38.569336, 6.7807693, -0.14504354, 0.9894253, 38, 53, 19, 5, 74, 85, 38, 53, 20, 13, 3
0, 3, 38.628605, 7.6893487, -0.012103812, 0.99992675, 39, 52, 18, 6, 73, 84, 39, 52, 29, 12, 3
0, 3, 38.626957, 8.230715, -0.0051483926, 0.99998677, 40, 51, 17, 7, 72, 83, 40, 51, 33, 12, 3
0, 3, 38.625225, 8.800653, -0.0035307338, 0.99999374, 40, 51, 17, 7, 72, 83, 40, 51, 33, 12, 3
0, 3, 41.43113, 8.54537, 0.9970045, 0.0773443, 43, 48, 14, 10, 75, 80, 43, 48, 31, 41, 3
0, 3, 41.42718, 8.546494, 0.6278828, 0.7783079, 47, 48, 14, 10, 75, 80, 43, 48, 31, 21, 3
0, 3, 41.29419, 8.579913, -0.7569757, 0.6534429, 48, 48, 14, 10, 75, 80, 43, 48, 31, 21, 3
0, 3, 40.988174, 8.65681, -0.9378026, 0.3471684, 48, 49, 15, 9, 74, 81, 42, 49, 30, 22, 3
0, 3, 40.718056, 8.393224, -0.87231106, -0.48895073, 49, 49, 15, 9, 74, 81, 42, 49, 30, 22, 3
0, 3, 40.351803, 8.0358305, -0.756955, -0.6534673, 49, 49, 15, 9, 74, 81, 42, 49, 30, 22, 3
0, 3, 39.833557, 7.530123, -0.725547, -0.6881726, 50, 51, 17, 7, 74, 83, 40, 51, 0, 47, 3
0, 3, 39.11443, 6.8283978, -0.71801174, -0.69603145, 52, 54, 20, 4, 75, 86, 39, 54, 0, 58, 3
0, 3, 38.35445, 6.1953907, -0.77136636, -0.6363913, 52, 53, 19, 5, 74, 85, 38, 53, 20, 57, 3
0, 3, 37.72896, 5.754803, -0.8072173, -0.59025466, 53, 54, 21, 5, 74, 87, 36, 55, 20, 60, 3
