BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


7, 0, 40.897457, 4.991076, 0.99882877, -0.048384905, 38, 57, 23, 1, 78, 89, 38, 57, 13, 21, 3

7, 0, 40.897457, 4.991076, 0.99882877, -0.048384905, 38, 57, 23, 1, 78, 89, 38, 57, 13, 21, 3

7, 0, 38.613598, 6.59548, 0.01560953, 0.99987817, 22, 53, 19, 5, 74, 85, 38, 53, 20, 21, 3
7, 0, 38.623196, 7.8640394, 0.004343396, 0.9999906, 21, 52, 18, 6, 73, 84, 39, 52, 29, 11, 3
7, 0, 38.43352, 7.9136257, -0.84588903, 0.53335893, 21, 52, 18, 6, 73, 84, 39, 52, 29, 11, 3

7, 0, 5.357232, 42.067444, 0.05318923, -0.9985845, 61, 17, 114, 3, 91, 37, 99, 17, 23, 26, 3
7, 0, 5.343579, 42.052937, 0.03002789, -0.9995487, 57, 17, 114, 3, 91, 37, 99, 17, 23, 23, 3
7, 0, 5.1461644, 41.919346, -0.6757259, -0.73715305, 57, 16, 113, 4, 92, 36, 98, 16, 21, 22, 3
7, 0, 4.7970085, 41.683083, -0.7965001, -0.60463846, 57, 17, 114, 5, 93, 37, 99, 17, 21, 21, 3
7, 0, 4.465727, 41.458916, -0.82104605, -0.5708623, 56, 17, 114, 5, 93, 37, 99, 17, 21, 21, 3
7, 0, 4.126451, 41.22934, -0.8265513, -0.5628618, 56, 17, 114, 5, 93, 37, 99, 17, 21, 21, 3
7, 0, 3.8031647, 41.01058, -0.82782054, -0.5609937, 56, 16, 115, 6, 94, 36, 100, 16, 23, 19, 3
7, 0, 3.4718835, 40.78641, -0.8281149, -0.56055844, 56, 15, 114, 7, 95, 35, 99, 15, 20, 18, 3
7, 0, 3.1292906, 40.55459, -0.8281834, -0.5604572, 55, 15, 114, 7, 95, 35, 99, 15, 20, 18, 3
7, 0, 2.8610864, 40.373096, -0.8281994, -0.56043375, 55, 14, 115, 8, 96, 34, 100, 14, 24, 16, 3
7, 0, 2.4780412, 40.113895, -0.8282032, -0.5604285, 55, 14, 115, 8, 96, 34, 100, 14, 24, 16, 3

7, 0, 6.359517, 40.8641, 0.9395537, -0.34240186, 41, 14, 111, 4, 92, 34, 96, 14, 20, 24, 3
7, 0, 7.0670815, 40.590633, 0.9343697, -0.35630524, 39, 13, 110, 5, 91, 33, 95, 13, 22, 23, 3
7, 0, 7.611286, 40.560287, 0.9373661, 0.3483461, 38, 13, 110, 5, 91, 33, 95, 13, 22, 23, 3
7, 0, 7.112672, 41.651993, -0.04621198, 0.99893165, 36, 14, 111, 4, 90, 34, 96, 14, 24, 24, 3
7, 0, 7.452829, 41.898182, 0.65481514, 0.7557891, 35, 14, 111, 4, 90, 34, 96, 14, 24, 24, 3
7, 0, 7.997562, 42.29244, 0.7775284, 0.62884784, 34, 15, 112, 3, 89, 35, 97, 15, 25, 25, 3
