BotName, Behaviour, PositionX, PositionY, OrientationX, OrientationY,  DistanceToEnemyFlag, DistanceToOwnFlag, DistanceToEnemyBase, DistanceToOwnBase, DistanceToEnemyFlagScore, DistanceToOwnFlagScore, DistanceToEnemyFlagSpawn, DistanceToOwnFlagSpawn, Visibility, DistanceToNearestEnemy, GameState


9, 0, 74.08565, 39.391148, -0.999975, -0.0070767403, 77, 83, 74, 10, 71, 77, 77, 83, 36, 1000000, 3
9, 0, 69.3131, 39.317936, -0.99459046, -0.10387385, 72, 78, 69, 15, 66, 72, 72, 78, 46, 49, 3
9, 0, 66.16938, 38.135204, -0.9021777, -0.4313649, 68, 74, 65, 19, 62, 68, 68, 74, 45, 56, 3
9, 0, 64.15943, 37.283165, -0.954642, -0.2977562, 65, 71, 62, 22, 59, 65, 65, 71, 44, 53, 3
9, 0, 62.58704, 37.377274, -0.99919266, 0.040179074, 63, 69, 60, 24, 57, 63, 63, 69, 37, 51, 3
9, 0, 52.65566, 36.375, -1.0, -2.503395E-6, 52, 58, 51, 35, 46, 52, 52, 58, 59, 27, 3
9, 0, 52.77252, 36.336903, 0.31335568, -0.94963574, 52, 58, 51, 35, 46, 52, 52, 58, 59, 27, 3
9, 0, 53.128143, 36.226643, 0.8668653, -0.49854243, 53, 59, 52, 34, 47, 53, 53, 59, 59, 28, 3
9, 0, 53.563026, 36.091812, 0.93864715, -0.34487915, 53, 59, 52, 34, 47, 53, 53, 59, 59, 28, 3
9, 0, 53.853012, 36.001904, 0.9515327, -0.3075477, 53, 59, 52, 34, 47, 53, 53, 59, 59, 28, 3
9, 0, 55.081455, 35.62104, 0.95510113, -0.29628038, 54, 60, 55, 33, 48, 54, 54, 60, 53, 31, 3
9, 0, 55.4181, 35.516663, 0.9551353, -0.29617, 54, 60, 55, 33, 48, 54, 54, 60, 53, 33, 3
9, 0, 54.47675, 35.007103, -0.9390645, -0.34374154, 53, 59, 54, 34, 47, 53, 53, 59, 53, 27, 3
9, 0, 54.098194, 34.877876, -0.94472015, -0.32787824, 52, 58, 55, 35, 46, 52, 52, 58, 43, 27, 3
9, 0, 53.680756, 34.735382, -0.94599706, -0.32417572, 51, 57, 54, 36, 45, 51, 51, 57, 53, 26, 3
9, 0, 52.6046, 34.318108, -0.8993747, -0.43717885, 50, 56, 53, 37, 44, 50, 50, 56, 57, 25, 3
9, 0, 52.216606, 34.070797, -0.8573385, -0.5147532, 50, 56, 53, 37, 44, 50, 50, 56, 57, 24, 3
9, 0, 51.93925, 33.89401, -0.84659123, -0.5322436, 48, 54, 53, 39, 42, 48, 48, 54, 54, 24, 3

9, 0, 51.474277, 33.597633, -0.8448726, -0.53496814, 48, 54, 53, 39, 42, 48, 48, 54, 54, 23, 3
9, 0, 51.413464, 33.627903, -0.9833173, 0.18189782, 48, 54, 53, 39, 42, 48, 48, 54, 54, 23, 3
9, 0, 51.05111, 33.85493, -0.8906249, 0.45473874, 48, 54, 53, 39, 42, 48, 48, 54, 54, 23, 3

9, 0, 50.71215, 34.067303, -0.8580549, 0.51355815, 48, 54, 51, 39, 42, 48, 48, 54, 58, 21, 3
